Engine,Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,labels
17,32,25.002,0.62,60.0,462.54,536.6,1260.17,1041.18,7.05,9.02,175.06,1915.31,8009.87,0.94,36.65,164.01,2028.21,7871.51,10.8854,0.02,306,1915,84.93,14.35,8.6569,0
17,33,34.9985,0.8408,100.0,449.44,555.5,1364.92,1114.21,5.48,8.0,194.53,2223.01,8351.19,1.02,41.81,183.2,2388.06,8067.63,9.3002,0.02,333,2223,100.0,14.93,9.0809,0
17,34,35.0017,0.8414,100.0,449.44,555.91,1363.19,1127.84,5.48,8.0,194.41,2223.04,8344.82,1.02,41.5,183.5,2388.04,8069.84,9.2937,0.02,333,2223,100.0,14.94,8.9683,0
17,35,35.0069,0.8402,100.0,449.44,555.34,1364.79,1120.28,5.48,8.0,193.4,2222.99,8348.81,1.02,41.77,183.28,2388.08,8067.0,9.3019,0.02,332,2223,100.0,14.58,8.9238,0
17,36,25.0029,0.62,60.0,462.54,536.76,1254.99,1046.72,7.05,9.03,175.0,1915.34,8009.9,0.94,36.32,164.65,2028.28,7871.92,10.882,0.02,308,1915,84.93,14.25,8.6448,0
17,37,42.0015,0.8415,100.0,445.0,549.31,1351.58,1119.38,3.91,5.71,138.3,2211.96,8321.48,1.02,41.81,130.62,2388.02,8084.18,9.3186,0.02,330,2212,100.0,10.64,6.4234,0
17,38,20.0066,0.7016,100.0,491.19,607.78,1477.75,1245.69,9.35,13.66,335.13,2323.9,8728.79,1.08,44.16,314.96,2388.03,8055.44,9.2172,0.02,366,2324,100.0,24.8,14.6917,0
17,39,35.0047,0.8407,100.0,449.44,555.3,1368.73,1122.48,5.48,8.0,195.22,2222.98,8336.23,1.02,41.53,182.85,2388.02,8064.35,9.2778,0.02,332,2223,100.0,14.92,8.9546,0
17,40,10.002,0.25,100.0,489.05,604.11,1497.43,1296.58,10.52,15.49,394.58,2318.87,8781.87,1.26,45.22,372.11,2388.05,8130.06,8.5969,0.03,368,2319,100.0,28.73,17.1134,0
17,41,35.0046,0.8414,100.0,449.44,555.38,1363.35,1123.65,5.48,8.0,194.7,2222.92,8350.57,1.02,41.72,183.46,2388.0,8071.81,9.2723,0.02,333,2223,100.0,15.0,8.9353,0
17,42,25.0039,0.62,60.0,462.54,536.69,1256.37,1041.55,7.05,9.03,175.81,1915.36,8006.08,0.94,36.68,164.72,2028.25,7878.84,10.8591,0.02,306,1915,84.93,14.23,8.5744,0
17,43,34.9995,0.8418,100.0,449.44,554.58,1365.65,1120.19,5.48,8.0,195.47,2222.97,8356.24,1.03,41.62,183.72,2388.08,8065.05,9.2975,0.02,332,2223,100.0,14.99,9.0312,0
17,44,10.003,0.2516,100.0,489.05,604.97,1490.11,1300.09,10.52,15.49,394.94,2318.85,8773.48,1.26,45.17,371.55,2388.02,8133.42,8.6335,0.03,368,2319,100.0,28.73,17.2605,0
17,45,20.0068,0.7,100.0,491.19,607.19,1480.49,1239.06,9.35,13.65,334.67,2323.99,8724.0,1.07,44.09,315.54,2388.06,8061.03,9.1775,0.02,362,2324,100.0,24.56,14.7643,0
17,46,10.0006,0.2518,100.0,489.05,604.35,1490.97,1307.86,10.52,15.49,395.47,2318.85,8780.82,1.26,45.15,371.8,2388.12,8133.57,8.6413,0.03,369,2319,100.0,28.59,17.1676,0
17,47,0.0008,0.0011,100.0,518.67,642.06,1579.82,1401.15,14.62,21.61,554.3,2388.03,9055.72,1.3,47.23,521.94,2388.04,8137.95,8.3915,0.03,392,2388,100.0,38.9,23.4861,0
17,48,42.007,0.8407,100.0,445.0,548.69,1348.51,1117.95,3.91,5.72,138.9,2211.99,8329.51,1.02,41.87,130.91,2388.08,8084.82,9.3359,0.02,330,2212,100.0,10.38,6.3528,0
17,49,41.9998,0.84,100.0,445.0,548.98,1346.09,1128.29,3.91,5.71,138.73,2212.03,8325.18,1.02,41.9,130.59,2388.08,8088.03,9.3496,0.02,329,2212,100.0,10.69,6.3032,0
17,50,35.0015,0.84,100.0,449.44,555.37,1360.52,1127.77,5.48,8.0,194.82,2222.97,8352.21,1.02,41.69,183.5,2388.05,8069.08,9.3094,0.02,332,2223,100.0,15.08,8.9769,0
17,51,42.0029,0.84,100.0,445.0,549.1,1351.35,1120.16,3.91,5.71,138.81,2211.95,8318.78,1.02,42.02,131.1,2388.09,8087.52,9.3299,0.02,331,2212,100.0,10.67,6.3128,0
17,52,42.0078,0.84,100.0,445.0,549.41,1355.47,1119.74,3.91,5.71,139.33,2211.9,8321.67,1.02,42.08,130.83,2388.07,8081.85,9.3185,0.02,330,2212,100.0,10.56,6.3541,0
17,53,25.003,0.621,60.0,462.54,536.7,1262.58,1032.83,7.05,9.02,175.55,1915.36,8012.08,0.94,36.64,164.8,2028.28,7878.04,10.8571,0.02,305,1915,84.93,14.37,8.6001,0
17,54,25.008,0.6216,60.0,462.54,536.76,1258.97,1043.34,7.05,9.02,175.04,1915.4,8007.91,0.94,36.48,165.46,2028.29,7872.59,10.8551,0.02,307,1915,84.93,14.07,8.5099,0
17,55,9.9982,0.2508,100.0,489.05,604.79,1495.04,1303.73,10.52,15.49,395.45,2318.82,8783.58,1.26,45.12,372.08,2388.03,8131.69,8.6285,0.03,368,2319,100.0,28.7,17.2841,0
17,56,20.0046,0.7014,100.0,491.19,607.03,1482.04,1240.4,9.35,13.65,334.3,2323.9,8720.2,1.08,44.24,315.97,2388.06,8062.9,9.1912,0.02,364,2324,100.0,24.57,14.7702,0
17,57,35.0062,0.8403,100.0,449.44,555.45,1365.57,1128.13,5.48,8.0,194.96,2222.99,8350.0,1.02,41.9,182.84,2388.06,8067.24,9.3204,0.02,332,2223,100.0,14.94,8.9148,0
17,58,25.0066,0.62,60.0,462.54,537.3,1252.83,1047.24,7.05,9.03,175.96,1915.36,8012.87,0.94,36.69,164.64,2028.22,7873.43,10.856,0.02,306,1915,84.93,14.16,8.6116,0
17,59,42.0071,0.8408,100.0,445.0,549.67,1345.03,1115.54,3.91,5.71,138.56,2212.02,8320.39,1.02,42.01,130.46,2388.11,8089.67,9.3201,0.02,331,2212,100.0,10.63,6.3983,0
17,60,41.9984,0.84,100.0,445.0,549.22,1344.28,1122.95,3.91,5.71,138.67,2212.01,8319.14,1.02,41.83,130.68,2388.07,8084.1,9.3499,0.02,330,2212,100.0,10.53,6.3709,0
17,61,35.0058,0.8416,100.0,449.44,555.69,1363.4,1119.95,5.48,8.0,194.92,2222.97,8351.31,1.02,41.75,183.63,2388.05,8073.1,9.2968,0.02,334,2223,100.0,14.99,8.9147,0
17,62,19.9982,0.7,100.0,491.19,606.44,1482.87,1241.27,9.35,13.66,335.31,2323.94,8720.97,1.08,44.09,315.15,2388.09,8065.41,9.1901,0.02,364,2324,100.0,24.54,14.7811,0
17,63,25.0074,0.62,60.0,462.54,536.34,1259.06,1040.37,7.05,9.03,175.05,1915.39,8014.79,0.94,36.69,164.69,2028.25,7877.94,10.923,0.02,306,1915,84.93,14.19,8.4632,0
17,64,9.9985,0.25,100.0,489.05,604.13,1502.62,1307.79,10.52,15.49,395.44,2318.85,8780.93,1.26,45.12,371.7,2388.09,8127.67,8.6419,0.03,368,2319,100.0,28.53,17.2137,0
17,65,20.0013,0.7,100.0,491.19,607.23,1472.56,1239.64,9.35,13.65,334.96,2323.91,8728.07,1.08,44.4,315.23,2388.08,8062.7,9.2156,0.02,364,2324,100.0,24.6,14.7907,0
17,66,20.0023,0.701,100.0,491.19,606.96,1478.79,1243.21,9.35,13.65,334.8,2323.94,8720.75,1.08,44.15,315.4,2388.07,8057.35,9.2085,0.02,363,2324,100.0,24.43,14.7152,0
17,67,0.0018,0.0,100.0,518.67,642.32,1589.26,1399.58,14.62,21.61,553.74,2387.96,9058.25,1.3,47.24,522.43,2388.03,8138.06,8.4177,0.03,393,2388,100.0,38.95,23.3941,0
17,68,20.0018,0.7,100.0,491.19,607.7,1488.82,1241.51,9.35,13.65,335.48,2323.91,8723.21,1.08,44.21,314.49,2388.04,8061.18,9.2061,0.02,364,2324,100.0,24.62,14.8734,0
17,69,42.0008,0.8402,100.0,445.0,549.11,1351.73,1119.36,3.91,5.71,139.65,2211.98,8312.93,1.02,41.98,130.55,2388.04,8088.75,9.3422,0.02,329,2212,100.0,10.47,6.3265,0
17,70,0.0012,0.0007,100.0,518.67,642.54,1579.93,1401.74,14.62,21.61,554.18,2388.08,9065.96,1.3,47.16,522.38,2388.09,8136.55,8.4073,0.03,392,2388,100.0,38.86,23.4115,0
17,71,20.0042,0.7003,100.0,491.19,607.25,1483.42,1250.87,9.35,13.66,335.13,2323.98,8719.13,1.08,44.29,315.14,2388.07,8067.07,9.1861,0.02,364,2324,100.0,24.54,14.714,0
17,72,10.005,0.25,100.0,489.05,604.73,1499.86,1301.13,10.52,15.49,393.95,2318.88,8774.0,1.26,45.37,372.24,2388.05,8134.0,8.6428,0.03,370,2319,100.0,28.68,17.1576,0
17,73,10.0028,0.2512,100.0,489.05,604.06,1503.65,1305.5,10.52,15.49,394.29,2318.86,8780.4,1.26,45.3,371.82,2388.08,8136.35,8.6539,0.03,368,2319,100.0,28.81,17.2407,0
17,74,19.9984,0.7016,100.0,491.19,607.15,1486.1,1246.73,9.35,13.65,334.84,2323.96,8725.19,1.08,44.17,314.6,2388.1,8069.21,9.1879,0.02,364,2324,100.0,24.45,14.6004,0
17,75,42.0065,0.84,100.0,445.0,549.5,1343.07,1125.69,3.91,5.71,137.93,2211.95,8321.33,1.02,41.72,130.54,2388.05,8081.82,9.3566,0.02,330,2212,100.0,10.56,6.2831,0
17,76,25.0042,0.6218,60.0,462.54,536.27,1256.76,1044.73,7.05,9.02,175.74,1915.39,8004.76,0.94,36.66,164.23,2028.23,7879.39,10.8656,0.02,307,1915,84.93,14.46,8.5824,0
17,77,25.0043,0.62,60.0,462.54,536.3,1257.79,1040.26,7.05,9.02,176.04,1915.33,8008.83,0.94,36.68,164.61,2028.32,7877.65,10.8588,0.02,307,1915,84.93,14.21,8.6757,0
17,78,42.0069,0.8406,100.0,445.0,549.68,1344.69,1123.54,3.91,5.71,138.8,2211.96,8323.42,1.02,41.98,130.63,2387.95,8094.07,9.3383,0.02,330,2212,100.0,10.66,6.3955,0
17,79,10.0005,0.25,100.0,489.05,604.68,1497.2,1302.21,10.52,15.49,394.66,2318.93,8774.04,1.26,45.2,371.5,2388.1,8130.11,8.6688,0.03,368,2319,100.0,28.63,17.1258,0
17,80,25.0072,0.62,60.0,462.54,536.71,1255.02,1045.94,7.05,9.02,175.83,1915.31,8006.83,0.94,36.6,165.0,2028.24,7875.06,10.9212,0.02,306,1915,84.93,14.22,8.584,0
17,81,0.0021,0.0,100.0,518.67,642.4,1587.48,1399.56,14.62,21.61,554.29,2388.06,9052.86,1.3,47.45,522.04,2388.05,8138.27,8.432,0.03,393,2388,100.0,38.91,23.3764,0
17,82,25.0022,0.62,60.0,462.54,536.6,1258.04,1044.37,7.05,9.02,174.9,1915.34,8007.58,0.94,36.57,164.7,2028.28,7884.1,10.8828,0.02,307,1915,84.93,14.31,8.5967,0
17,83,19.9995,0.7,100.0,491.19,607.4,1484.31,1248.21,9.35,13.66,334.95,2323.97,8718.81,1.08,44.49,315.11,2388.08,8062.79,9.2376,0.02,366,2324,100.0,24.59,14.7551,0
17,84,41.9997,0.84,100.0,445.0,549.29,1349.24,1118.18,3.91,5.71,139.06,2211.9,8328.67,1.02,42.07,130.6,2388.03,8086.09,9.3497,0.02,329,2212,100.0,10.77,6.367,0
17,85,9.9996,0.25,100.0,489.05,604.34,1489.72,1298.33,10.52,15.49,395.78,2318.84,8772.9,1.26,45.16,371.44,2388.07,8132.14,8.6126,0.03,369,2319,100.0,28.75,17.2442,0
17,86,10.0048,0.25,100.0,489.05,604.79,1492.89,1302.61,10.52,15.49,395.18,2318.82,8778.94,1.26,45.49,371.67,2388.09,8134.33,8.6357,0.03,368,2319,100.0,28.59,17.1901,0
17,87,35.0024,0.84,100.0,449.44,556.47,1364.43,1130.99,5.48,8.0,195.22,2222.97,8350.24,1.02,41.83,183.09,2388.11,8072.24,9.3077,0.02,333,2223,100.0,14.98,9.0001,0
17,88,10.0038,0.25,100.0,489.05,604.26,1503.39,1303.33,10.52,15.49,394.75,2318.88,8769.61,1.26,45.29,372.08,2388.09,8133.62,8.6259,0.03,369,2319,100.0,28.41,17.1719,0
17,89,10.0006,0.25,100.0,489.05,605.33,1504.53,1312.36,10.52,15.49,394.49,2318.9,8779.61,1.26,45.09,371.84,2388.1,8136.69,8.6473,0.03,369,2319,100.0,28.55,17.1745,0
17,90,42.0046,0.8411,100.0,445.0,549.79,1352.27,1123.09,3.91,5.71,138.74,2211.95,8329.15,1.02,41.79,131.07,2388.05,8088.38,9.3556,0.02,329,2212,100.0,10.64,6.2997,0
17,91,0.0022,0.0,100.0,518.67,642.18,1589.87,1404.58,14.62,21.61,553.45,2388.06,9056.71,1.3,47.34,521.72,2388.06,8138.19,8.4355,0.03,391,2388,100.0,39.07,23.4048,0
17,92,10.0066,0.2509,100.0,489.05,604.77,1505.06,1311.51,10.52,15.49,395.23,2318.91,8780.3,1.26,45.14,371.5,2388.1,8138.93,8.6542,0.03,369,2319,100.0,28.64,17.1782,0
17,93,41.9995,0.8414,100.0,445.0,549.35,1354.05,1119.9,3.91,5.72,139.14,2212.03,8322.08,1.02,41.78,130.7,2388.05,8089.64,9.3566,0.02,331,2212,100.0,10.46,6.3912,0
17,94,25.0056,0.622,60.0,462.54,536.98,1262.41,1047.48,7.05,9.02,175.51,1915.31,8008.68,0.94,36.68,164.55,2028.28,7871.78,10.8631,0.02,307,1915,84.93,14.23,8.6564,0
17,95,25.0002,0.6218,60.0,462.54,536.49,1259.93,1047.86,7.05,9.02,175.11,1915.39,8014.12,0.94,36.61,164.84,2028.34,7872.49,10.8715,0.02,307,1915,84.93,14.26,8.6016,0
17,96,42.0029,0.84,100.0,445.0,549.61,1357.72,1123.53,3.91,5.72,139.86,2211.83,8317.34,1.02,42.07,130.63,2388.0,8086.85,9.3723,0.02,330,2212,100.0,10.6,6.3424,0
17,97,25.0006,0.622,60.0,462.54,537.2,1262.36,1047.22,7.05,9.03,175.96,1915.43,8012.07,0.94,36.59,164.82,2028.3,7876.88,10.8684,0.02,305,1915,84.93,14.23,8.5705,0
17,98,42.0002,0.8417,100.0,445.0,549.62,1354.19,1125.84,3.91,5.72,138.71,2211.95,8317.53,1.02,42.07,130.37,2388.05,8089.59,9.3347,0.02,330,2212,100.0,10.61,6.3659,0
17,99,42.0017,0.84,100.0,445.0,549.99,1345.57,1123.2,3.91,5.72,139.01,2212.0,8327.1,1.02,41.97,130.56,2388.02,8094.6,9.333,0.02,331,2212,100.0,10.71,6.4438,0
17,100,35.0011,0.84,100.0,449.44,555.47,1370.03,1122.43,5.48,8.0,194.76,2223.01,8352.83,1.02,41.66,183.6,2388.14,8065.95,9.3059,0.02,333,2223,100.0,15.0,8.864,0
17,101,42.0041,0.84,100.0,445.0,548.89,1354.33,1121.66,3.91,5.71,138.69,2211.93,8320.72,1.02,42.12,130.81,2388.11,8090.32,9.3797,0.02,331,2212,100.0,10.65,6.4137,0
17,102,41.9983,0.8407,100.0,445.0,549.52,1353.1,1118.78,3.91,5.71,138.38,2212.0,8328.75,1.02,42.07,130.87,2388.01,8082.67,9.3349,0.02,333,2212,100.0,10.69,6.2933,0
17,103,10.0036,0.2505,100.0,489.05,605.09,1495.99,1303.11,10.52,15.49,394.84,2318.87,8780.61,1.26,45.42,372.06,2388.11,8132.67,8.6455,0.03,371,2319,100.0,28.52,17.1551,0
17,104,41.999,0.84,100.0,445.0,549.44,1363.11,1121.01,3.91,5.71,138.74,2211.98,8329.9,1.02,41.99,130.45,2388.05,8088.38,9.3648,0.02,332,2212,100.0,10.5,6.3206,0
17,105,35.002,0.8412,100.0,449.44,555.97,1360.89,1122.88,5.48,8.0,194.27,2223.02,8354.56,1.02,41.82,182.69,2388.15,8070.98,9.3388,0.02,332,2223,100.0,14.8,8.8436,0
17,106,0.0021,0.002,100.0,518.67,642.44,1580.59,1409.37,14.62,21.61,553.93,2388.09,9061.2,1.3,47.29,521.94,2388.11,8142.03,8.4188,0.03,393,2388,100.0,38.8,23.3565,0
17,107,0.0024,0.0,100.0,518.67,641.89,1588.05,1405.52,14.62,21.61,553.29,2388.03,9058.9,1.3,47.48,522.02,2388.02,8144.1,8.4249,0.03,392,2388,100.0,38.78,23.2707,0
17,108,35.003,0.84,100.0,449.44,555.66,1362.41,1121.74,5.48,8.0,195.08,2223.06,8355.14,1.03,41.76,183.48,2388.11,8072.56,9.3342,0.02,335,2223,100.0,14.56,8.8963,0
17,109,24.998,0.62,60.0,462.54,537.07,1251.91,1045.95,7.05,9.02,174.95,1915.44,8013.65,0.94,36.76,164.84,2028.33,7876.42,10.8562,0.02,305,1915,84.93,14.25,8.5902,1
17,110,24.9998,0.6217,60.0,462.54,536.5,1258.34,1051.98,7.05,9.03,174.92,1915.45,8011.25,0.94,36.8,164.9,2028.28,7875.23,10.9099,0.02,306,1915,84.93,14.52,8.5312,1
17,111,42.0077,0.84,100.0,445.0,549.55,1349.1,1121.56,3.91,5.71,138.77,2211.95,8322.86,1.02,42.11,130.81,2388.02,8085.43,9.3214,0.02,331,2212,100.0,10.55,6.3849,1
17,112,35.0059,0.8402,100.0,449.44,555.13,1360.57,1129.78,5.48,8.0,194.86,2223.01,8350.26,1.02,41.82,183.5,2388.11,8072.83,9.309,0.02,334,2223,100.0,14.92,8.8702,1
17,113,42.0057,0.8413,100.0,445.0,550.06,1350.88,1128.28,3.91,5.72,139.06,2211.97,8330.02,1.02,41.94,131.11,2388.09,8084.74,9.3658,0.02,330,2212,100.0,10.48,6.3613,1
17,114,10.0047,0.25,100.0,489.05,604.66,1495.28,1307.84,10.52,15.5,394.93,2318.94,8786.69,1.26,45.41,371.88,2388.12,8137.02,8.6332,0.03,369,2319,100.0,28.5,17.0901,1
17,115,42.0031,0.8407,100.0,445.0,549.25,1354.74,1132.79,3.91,5.71,138.69,2212.01,8332.47,1.02,41.92,130.49,2388.08,8090.82,9.3935,0.02,331,2212,100.0,10.51,6.4123,1
17,116,35.0071,0.8414,100.0,449.44,555.63,1359.24,1130.06,5.48,8.0,195.05,2223.05,8354.43,1.02,41.65,182.73,2388.18,8075.42,9.3097,0.02,332,2223,100.0,14.85,8.9013,1
17,117,25.0026,0.62,60.0,462.54,537.24,1266.16,1040.79,7.05,9.03,175.7,1915.35,8008.66,0.94,36.97,164.73,2028.26,7879.28,10.9202,0.02,307,1915,84.93,14.24,8.5673,1
17,118,42.0038,0.8403,100.0,445.0,549.55,1349.91,1128.89,3.91,5.72,138.93,2211.98,8328.64,1.02,42.06,130.8,2388.11,8087.34,9.3587,0.02,330,2212,100.0,10.51,6.4397,1
17,119,42.0031,0.8417,100.0,445.0,549.61,1353.31,1115.35,3.91,5.71,138.64,2211.99,8328.02,1.02,42.03,130.56,2388.13,8095.61,9.3872,0.02,331,2212,100.0,10.64,6.2918,1
17,120,20.0017,0.7,100.0,491.19,607.33,1492.26,1251.7,9.35,13.65,335.03,2323.96,8729.52,1.08,44.26,314.75,2388.12,8069.07,9.199,0.02,365,2324,100.0,24.45,14.6632,1
17,121,42.0031,0.8408,100.0,445.0,549.22,1355.12,1131.0,3.91,5.71,138.55,2211.99,8325.96,1.02,42.03,130.61,2388.07,8091.23,9.3941,0.02,330,2212,100.0,10.75,6.3321,1
17,122,10.0043,0.25,100.0,489.05,604.38,1500.94,1312.92,10.52,15.49,394.75,2318.95,8780.76,1.26,45.49,370.94,2388.19,8138.34,8.663,0.03,368,2319,100.0,28.64,17.1718,1
17,123,42.0033,0.8412,100.0,445.0,549.66,1351.99,1132.47,3.91,5.72,138.52,2212.02,8327.26,1.02,42.1,130.35,2388.04,8089.72,9.3938,0.02,332,2212,100.0,10.58,6.342,1
17,124,0.0008,0.0006,100.0,518.67,642.01,1585.38,1405.77,14.62,21.61,553.16,2388.09,9062.86,1.3,47.38,521.06,2388.08,8138.03,8.4425,0.03,391,2388,100.0,38.89,23.3401,1
17,125,20.0056,0.7,100.0,491.19,607.83,1481.56,1248.05,9.35,13.66,334.31,2324.02,8727.28,1.08,44.31,315.16,2388.14,8066.2,9.2333,0.02,366,2324,100.0,24.29,14.692,1
17,126,42.0046,0.8403,100.0,445.0,549.49,1355.85,1128.81,3.91,5.71,138.89,2211.98,8333.23,1.02,41.94,130.74,2388.03,8092.0,9.3634,0.02,332,2212,100.0,10.58,6.2889,1
17,127,24.9992,0.6214,60.0,462.54,537.03,1263.74,1045.51,7.05,9.03,175.74,1915.42,8011.06,0.94,36.69,164.65,2028.34,7881.68,10.9186,0.02,308,1915,84.93,14.18,8.5145,1
17,128,42.0032,0.84,100.0,445.0,549.67,1356.45,1126.74,3.91,5.72,138.44,2211.98,8338.47,1.02,42.05,130.74,2388.1,8093.04,9.3917,0.02,331,2212,100.0,10.47,6.3909,1
17,129,35.0018,0.8418,100.0,449.44,555.58,1364.78,1137.97,5.48,8.0,194.43,2223.06,8353.41,1.02,41.92,182.53,2388.1,8070.77,9.3191,0.02,333,2223,100.0,14.97,9.0301,1
17,130,19.9984,0.7017,100.0,491.19,607.21,1481.96,1251.68,9.35,13.66,334.31,2323.98,8726.21,1.08,44.52,314.68,2388.19,8072.4,9.2169,0.02,365,2324,100.0,24.23,14.6506,1
17,131,35.0004,0.8405,100.0,449.44,556.05,1374.15,1129.31,5.48,8.0,194.36,2223.13,8364.18,1.02,42.11,183.06,2388.16,8071.22,9.3307,0.02,333,2223,100.0,14.86,8.951,1
17,132,0.0029,0.0,100.0,518.67,642.85,1596.05,1406.29,14.62,21.61,553.15,2388.09,9063.43,1.3,47.6,521.55,2388.09,8147.23,8.4348,0.03,394,2388,100.0,38.93,23.2579,1
17,133,35.0055,0.8408,100.0,449.44,556.13,1367.32,1129.36,5.48,8.0,194.48,2223.1,8351.95,1.02,42.19,182.76,2388.15,8068.58,9.3223,0.02,333,2223,100.0,14.64,8.9301,1
17,134,20.0009,0.7006,100.0,491.19,607.94,1486.67,1251.23,9.35,13.66,334.72,2324.01,8730.18,1.08,44.4,314.7,2388.18,8071.73,9.2323,0.02,366,2324,100.0,24.39,14.6694,1
17,135,35.0042,0.8418,100.0,449.44,555.6,1361.99,1137.33,5.48,8.0,194.14,2223.08,8347.68,1.02,41.96,183.09,2388.2,8077.36,9.3249,0.02,335,2223,100.0,14.87,8.8407,1
17,136,0.0014,0.0001,100.0,518.67,643.1,1591.64,1414.53,14.62,21.61,553.57,2388.12,9066.18,1.3,47.84,521.47,2388.09,8147.82,8.4311,0.03,395,2388,100.0,38.74,23.2281,1
17,137,42.0007,0.8416,100.0,445.0,549.62,1359.91,1130.65,3.91,5.71,138.81,2212.03,8337.55,1.02,42.34,129.71,2388.16,8101.31,9.3974,0.02,330,2212,100.0,10.67,6.3468,1
17,138,10.0001,0.25,100.0,489.05,604.77,1504.66,1307.03,10.52,15.49,394.63,2318.99,8794.28,1.26,45.6,371.14,2388.21,8138.74,8.6604,0.03,370,2319,100.0,28.4,17.0092,1
17,139,42.0066,0.84,100.0,445.0,549.7,1357.98,1131.84,3.91,5.71,139.15,2212.05,8332.96,1.02,42.13,130.81,2388.05,8081.9,9.3626,0.02,330,2212,100.0,10.58,6.3779,1
17,140,0.0013,0.0012,100.0,518.67,643.07,1592.08,1411.28,14.62,21.61,552.95,2388.09,9063.85,1.3,47.71,521.69,2388.1,8152.56,8.4745,0.03,393,2388,100.0,38.74,23.2641,1
17,141,20.0042,0.7016,100.0,491.19,607.49,1489.04,1247.92,9.35,13.66,333.95,2324.03,8731.24,1.08,44.52,314.82,2388.21,8070.18,9.2384,0.02,367,2324,100.0,24.37,14.6879,1
17,142,35.0,0.84,100.0,449.44,555.93,1368.34,1134.54,5.48,8.0,193.94,2223.12,8356.83,1.02,42.29,182.71,2388.23,8072.67,9.3345,0.02,335,2223,100.0,14.94,8.8343,1
17,143,34.9989,0.84,100.0,449.44,556.49,1368.01,1134.08,5.48,8.0,194.75,2223.1,8354.02,1.02,42.07,183.03,2388.17,8074.18,9.3428,0.02,336,2223,100.0,14.74,8.79,1
17,144,25.0058,0.622,60.0,462.54,536.84,1269.46,1054.09,7.05,9.03,174.17,1915.45,8011.56,0.94,37.09,164.38,2028.37,7879.71,10.9773,0.02,307,1915,84.93,14.05,8.5095,1
17,145,0.0013,0.0015,100.0,518.67,643.33,1590.22,1412.11,14.62,21.61,553.45,2388.12,9071.58,1.3,47.59,520.76,2388.1,8146.01,8.4522,0.03,395,2388,100.0,38.75,23.1377,2
17,146,42.0035,0.84,100.0,445.0,550.25,1354.73,1126.61,3.91,5.72,138.9,2212.02,8329.46,1.02,42.16,129.9,2388.09,8094.07,9.3918,0.02,330,2212,100.0,10.62,6.3525,2
17,147,25.0067,0.6201,60.0,462.54,536.59,1270.09,1055.4,7.05,9.03,174.94,1915.49,8017.05,0.94,37.1,164.94,2028.36,7881.51,10.9475,0.02,307,1915,84.93,14.0,8.5582,2
17,148,35.0001,0.8415,100.0,449.44,556.09,1371.2,1134.26,5.48,8.0,194.95,2223.12,8366.81,1.02,42.09,182.48,2388.19,8078.46,9.3519,0.02,334,2223,100.0,14.8,8.9149,2
17,149,41.9982,0.8419,100.0,445.0,549.89,1357.63,1131.33,3.91,5.71,138.66,2212.08,8328.93,1.02,42.25,130.27,2388.16,8097.51,9.3961,0.02,332,2212,100.0,10.65,6.3015,2
17,150,24.9984,0.6211,60.0,462.54,536.36,1274.22,1048.71,7.05,9.03,175.92,1915.49,8025.1,0.94,36.99,164.23,2028.45,7883.7,10.9503,0.02,307,1915,84.93,13.97,8.4818,2
17,151,25.0043,0.6217,60.0,462.54,537.32,1266.81,1052.72,7.05,9.03,176.01,1915.52,8019.3,0.94,37.1,164.56,2028.44,7879.86,10.9878,0.02,307,1915,84.93,14.13,8.548,2
17,152,0.0002,0.0007,100.0,518.67,643.12,1593.73,1410.23,14.62,21.61,552.56,2388.16,9079.5,1.3,47.77,521.15,2388.18,8149.9,8.4694,0.03,393,2388,100.0,38.75,23.2095,2
17,153,42.0013,0.8415,100.0,445.0,550.33,1351.08,1137.42,3.91,5.72,138.63,2212.03,8334.34,1.02,42.3,130.75,2388.11,8094.3,9.4002,0.02,330,2212,100.0,10.59,6.3313,2
17,154,42.0048,0.8403,100.0,445.0,549.85,1352.06,1132.37,3.91,5.72,138.69,2212.09,8328.05,1.02,42.22,130.73,2388.18,8094.04,9.4149,0.02,333,2212,100.0,10.66,6.3418,2
17,155,20.0036,0.7,100.0,491.19,607.57,1485.39,1251.67,9.35,13.66,333.63,2324.1,8737.68,1.08,44.68,314.4,2388.21,8068.15,9.2383,0.02,367,2324,100.0,24.36,14.5786,2
17,156,0.0007,0.0003,100.0,518.67,642.89,1597.35,1420.83,14.62,21.61,553.29,2388.12,9075.87,1.3,47.72,521.05,2388.15,8146.09,8.4758,0.03,394,2388,100.0,38.71,23.1793,2
17,157,34.9992,0.84,100.0,449.44,555.84,1368.39,1132.51,5.48,8.0,193.97,2223.14,8368.43,1.02,42.23,183.46,2388.28,8083.84,9.3581,0.02,334,2223,100.0,14.58,8.8271,2
17,158,35.008,0.8406,100.0,449.44,556.07,1371.3,1136.69,5.48,8.0,193.98,2223.16,8371.81,1.02,42.04,182.46,2388.28,8073.66,9.3923,0.02,336,2223,100.0,14.64,8.8693,2
